"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"1935","New Mexico","State","2015","03",632,777,1084,1283,539,2015-03-01
"1936","New Mexico","State","2015","04",631,776,1082,1281,538,2015-04-01
"1937","New Mexico","State","2015","05",628,773,1079,1277,536,2015-05-01
"1938","New Mexico","State","2015","06",632,778,1085,1284,539,2015-06-01
"1939","New Mexico","State","2015","07",636,783,1092,1293,543,2015-07-01
"1940","New Mexico","State","2015","08",638,784,1094,1295,544,2015-08-01
"1941","New Mexico","State","2015","09",636,782,1091,1291,542,2015-09-01
"1942","New Mexico","State","2015","10",633,779,1087,1286,540,2015-10-01
"1943","New Mexico","State","2015","11",634,780,1087,1287,540,2015-11-01
"1944","New Mexico","State","2015","12",636,783,1092,1293,543,2015-12-01
"1945","New Mexico","State","2016","01",635,782,1090,1290,542,2016-01-01
"1946","New Mexico","State","2016","02",633,779,1087,1286,540,2016-02-01
"1947","New Mexico","State","2016","03",632,777,1084,1283,539,2016-03-01
"1948","New Mexico","State","2016","04",636,782,1091,1292,542,2016-04-01
"1949","New Mexico","State","2016","05",641,789,1100,1302,547,2016-05-01
"1950","New Mexico","State","2016","06",644,792,1105,1308,549,2016-06-01
"1951","New Mexico","State","2016","07",646,795,1108,1312,551,2016-07-01
"1952","New Mexico","State","2016","08",645,794,1108,1311,550,2016-08-01
"1953","New Mexico","State","2016","09",646,794,1108,1312,551,2016-09-01
"1954","New Mexico","State","2016","10",646,795,1109,1312,551,2016-10-01
"1955","New Mexico","State","2016","11",645,794,1107,1311,550,2016-11-01
"1956","New Mexico","State","2016","12",645,793,1107,1310,550,2016-12-01
"1957","New Mexico","State","2017","01",644,793,1106,1309,550,2017-01-01
"1958","New Mexico","State","2017","02",646,795,1108,1312,551,2017-02-01
"1959","New Mexico","State","2017","03",648,797,1112,1317,553,2017-03-01
"1960","New Mexico","State","2017","04",652,802,1119,1324,556,2017-04-01
"1961","New Mexico","State","2017","05",655,806,1124,1331,559,2017-05-01
"1962","New Mexico","State","2017","06",659,811,1132,1339,562,2017-06-01
"1963","New Mexico","State","2017","07",662,815,1136,1345,565,2017-07-01
"1964","New Mexico","State","2017","08",663,816,1138,1348,566,2017-08-01
"1965","New Mexico","State","2017","09",664,817,1140,1349,566,2017-09-01
"1966","New Mexico","State","2017","10",663,816,1138,1347,565,2017-10-01
"1967","New Mexico","State","2017","11",661,814,1135,1344,564,2017-11-01
"1968","New Mexico","State","2017","12",659,811,1131,1339,562,2017-12-01
"1969","New Mexico","State","2018","01",659,810,1130,1338,562,2018-01-01
"1970","New Mexico","State","2018","02",661,813,1134,1343,564,2018-02-01
"1971","New Mexico","State","2018","03",663,816,1138,1347,566,2018-03-01
"1972","New Mexico","State","2018","04",663,816,1137,1346,565,2018-04-01
"1973","New Mexico","State","2018","05",663,816,1138,1347,565,2018-05-01
"1974","New Mexico","State","2018","06",663,816,1138,1347,566,2018-06-01
"1975","New Mexico","State","2018","07",666,820,1144,1354,568,2018-07-01
"1976","New Mexico","State","2018","08",668,822,1147,1358,570,2018-08-01
"1977","New Mexico","State","2018","09",670,824,1149,1360,571,2018-09-01
"1978","New Mexico","State","2018","10",669,823,1148,1358,570,2018-10-01
"1979","New Mexico","State","2018","11",668,822,1146,1357,570,2018-11-01
"1980","New Mexico","State","2018","12",667,821,1145,1355,569,2018-12-01
"1981","New Mexico","State","2019","01",668,822,1146,1357,570,2019-01-01
"1982","New Mexico","State","2019","02",669,824,1149,1360,571,2019-02-01
"1983","New Mexico","State","2019","03",671,826,1152,1363,572,2019-03-01
"1984","New Mexico","State","2019","04",671,826,1151,1363,572,2019-04-01
"1985","New York","State","2014","01",1193,1420,1825,2010,1080,2014-01-01
"1986","New York","State","2014","02",1194,1421,1826,2011,1081,2014-02-01
"1987","New York","State","2014","03",1196,1423,1829,2014,1082,2014-03-01
"1988","New York","State","2014","04",1199,1427,1834,2020,1085,2014-04-01
"1989","New York","State","2014","05",1204,1433,1842,2028,1090,2014-05-01
"1990","New York","State","2014","06",1210,1440,1850,2037,1095,2014-06-01
"1991","New York","State","2014","07",1217,1448,1861,2049,1101,2014-07-01
"1992","New York","State","2014","08",1220,1452,1866,2055,1104,2014-08-01
"1993","New York","State","2014","09",1221,1454,1868,2057,1105,2014-09-01
"1994","New York","State","2014","10",1221,1454,1868,2057,1105,2014-10-01
"1995","New York","State","2014","11",1221,1454,1868,2057,1105,2014-11-01
"1996","New York","State","2014","12",1221,1453,1867,2056,1105,2014-12-01
"1997","New York","State","2015","01",1219,1451,1865,2054,1103,2015-01-01
"1998","New York","State","2015","02",1220,1452,1866,2055,1104,2015-02-01
"1999","New York","State","2015","03",1223,1455,1870,2059,1107,2015-03-01
"2000","New York","State","2015","04",1227,1461,1877,2067,1111,2015-04-01
"2001","New York","State","2015","05",1232,1467,1885,2075,1115,2015-05-01
"2002","New York","State","2015","06",1237,1472,1892,2084,1120,2015-06-01
"2003","New York","State","2015","07",1245,1482,1905,2097,1127,2015-07-01
"2004","New York","State","2015","08",1249,1487,1911,2104,1131,2015-08-01
"2005","New York","State","2015","09",1249,1486,1910,2103,1130,2015-09-01
"2006","New York","State","2015","10",1245,1482,1905,2098,1127,2015-10-01
"2007","New York","State","2015","11",1242,1479,1900,2092,1124,2015-11-01
"2008","New York","State","2015","12",1238,1473,1893,2085,1120,2015-12-01
"2009","New York","State","2016","01",1234,1469,1887,2078,1117,2016-01-01
"2010","New York","State","2016","02",1233,1467,1885,2076,1115,2016-02-01
"2011","New York","State","2016","03",1234,1469,1888,2079,1117,2016-03-01
"2012","New York","State","2016","04",1235,1470,1890,2081,1118,2016-04-01
"2013","New York","State","2016","05",1237,1472,1892,2084,1120,2016-05-01
"2014","New York","State","2016","06",1238,1473,1893,2085,1120,2016-06-01
"2015","New York","State","2016","07",1242,1478,1900,2092,1124,2016-07-01
"2016","New York","State","2016","08",1247,1484,1907,2100,1128,2016-08-01
"2017","New York","State","2016","09",1256,1495,1921,2116,1137,2016-09-01
"2018","New York","State","2016","10",1255,1493,1919,2113,1136,2016-10-01
"2019","New York","State","2016","11",1250,1488,1913,2106,1132,2016-11-01
"2020","New York","State","2016","12",1245,1482,1905,2098,1127,2016-12-01
"2021","New York","State","2017","01",1242,1479,1900,2092,1124,2017-01-01
"2022","New York","State","2017","02",1244,1480,1903,2095,1126,2017-02-01
"2023","New York","State","2017","03",1247,1485,1908,2101,1129,2017-03-01
"2024","New York","State","2017","04",1253,1492,1917,2111,1134,2017-04-01
"2025","New York","State","2017","05",1258,1497,1924,2119,1138,2017-05-01
"2026","New York","State","2017","06",1263,1504,1932,2128,1143,2017-06-01
"2027","New York","State","2017","07",1267,1509,1939,2135,1147,2017-07-01
"2028","New York","State","2017","08",1270,1512,1943,2139,1149,2017-08-01
"2029","New York","State","2017","09",1270,1511,1942,2139,1149,2017-09-01
"2030","New York","State","2017","10",1268,1509,1940,2136,1148,2017-10-01
"2031","New York","State","2017","11",1264,1505,1934,2129,1144,2017-11-01
"2032","New York","State","2017","12",1260,1500,1928,2123,1141,2017-12-01
"2033","New York","State","2018","01",1257,1496,1923,2118,1138,2018-01-01
"2034","New York","State","2018","02",1258,1497,1924,2118,1138,2018-02-01
"2035","New York","State","2018","03",1261,1500,1928,2123,1141,2018-03-01
"2036","New York","State","2018","04",1264,1504,1933,2128,1144,2018-04-01
"2037","New York","State","2018","05",1270,1511,1942,2138,1149,2018-05-01
"2038","New York","State","2018","06",1276,1519,1952,2149,1155,2018-06-01
"2039","New York","State","2018","07",1278,1521,1955,2153,1157,2018-07-01
"2040","New York","State","2018","08",1279,1522,1956,2154,1157,2018-08-01
"2041","New York","State","2018","09",1278,1521,1955,2152,1157,2018-09-01
"2042","New York","State","2018","10",1280,1524,1958,2156,1158,2018-10-01
"2043","New York","State","2018","11",1281,1525,1960,2158,1159,2018-11-01
"2044","New York","State","2018","12",1282,1525,1960,2159,1160,2018-12-01
"2045","New York","State","2019","01",1279,1522,1956,2154,1157,2019-01-01
"2046","New York","State","2019","02",1276,1519,1952,2149,1155,2019-02-01
"2047","New York","State","2019","03",1275,1517,1950,2147,1154,2019-03-01
"2048","New York","State","2019","04",1280,1523,1957,2155,1158,2019-04-01
"2049","North Carolina","State","2014","01",667,802,1079,1302,615,2014-01-01
"2050","North Carolina","State","2014","02",667,802,1080,1302,615,2014-02-01
"2051","North Carolina","State","2014","03",670,805,1083,1307,617,2014-03-01
"2052","North Carolina","State","2014","04",673,809,1089,1313,620,2014-04-01
"2053","North Carolina","State","2014","05",676,812,1093,1319,623,2014-05-01
"2054","North Carolina","State","2014","06",678,815,1097,1323,625,2014-06-01
"2055","North Carolina","State","2014","07",682,820,1104,1331,629,2014-07-01
"2056","North Carolina","State","2014","08",684,822,1107,1335,631,2014-08-01
"2057","North Carolina","State","2014","09",684,823,1107,1335,631,2014-09-01
"2058","North Carolina","State","2014","10",683,821,1105,1333,630,2014-10-01
"2059","North Carolina","State","2014","11",683,821,1105,1333,630,2014-11-01
"2060","North Carolina","State","2014","12",683,821,1106,1334,630,2014-12-01
"2061","North Carolina","State","2015","01",683,821,1105,1333,630,2015-01-01
"2062","North Carolina","State","2015","02",683,821,1105,1333,630,2015-02-01
"2063","North Carolina","State","2015","03",684,823,1108,1336,631,2015-03-01
"2064","North Carolina","State","2015","04",688,827,1113,1342,634,2015-04-01
"2065","North Carolina","State","2015","05",692,832,1120,1351,638,2015-05-01
"2066","North Carolina","State","2015","06",694,834,1123,1354,640,2015-06-01
"2067","North Carolina","State","2015","07",698,839,1130,1362,644,2015-07-01
"2068","North Carolina","State","2015","08",700,841,1132,1366,645,2015-08-01
"2069","North Carolina","State","2015","09",699,841,1132,1365,645,2015-09-01
"2070","North Carolina","State","2015","10",698,839,1129,1362,643,2015-10-01
"2071","North Carolina","State","2015","11",699,840,1131,1364,644,2015-11-01
"2072","North Carolina","State","2015","12",700,842,1133,1366,645,2015-12-01
"2073","North Carolina","State","2016","01",698,839,1130,1362,644,2016-01-01
"2074","North Carolina","State","2016","02",696,837,1126,1358,642,2016-02-01
"2075","North Carolina","State","2016","03",694,835,1123,1355,640,2016-03-01
"2076","North Carolina","State","2016","04",700,841,1132,1366,645,2016-04-01
"2077","North Carolina","State","2016","05",704,847,1140,1375,649,2016-05-01
"2078","North Carolina","State","2016","06",707,850,1145,1381,652,2016-06-01
"2079","North Carolina","State","2016","07",710,853,1149,1386,655,2016-07-01
"2080","North Carolina","State","2016","08",711,855,1151,1388,656,2016-08-01
"2081","North Carolina","State","2016","09",713,857,1153,1391,657,2016-09-01
"2082","North Carolina","State","2016","10",713,858,1154,1392,658,2016-10-01
"2083","North Carolina","State","2016","11",713,857,1154,1392,658,2016-11-01
"2084","North Carolina","State","2016","12",713,857,1154,1391,657,2016-12-01
"2085","North Carolina","State","2017","01",712,856,1152,1390,656,2017-01-01
"2086","North Carolina","State","2017","02",714,858,1155,1393,658,2017-02-01
"2087","North Carolina","State","2017","03",718,863,1162,1401,662,2017-03-01
"2088","North Carolina","State","2017","04",726,872,1174,1416,669,2017-04-01
"2089","North Carolina","State","2017","05",731,879,1183,1427,674,2017-05-01
"2090","North Carolina","State","2017","06",737,886,1192,1438,679,2017-06-01
"2091","North Carolina","State","2017","07",740,890,1198,1445,683,2017-07-01
"2092","North Carolina","State","2017","08",742,892,1201,1448,684,2017-08-01
"2093","North Carolina","State","2017","09",740,890,1198,1445,683,2017-09-01
"2094","North Carolina","State","2017","10",739,888,1195,1442,681,2017-10-01
"2095","North Carolina","State","2017","11",736,885,1191,1437,679,2017-11-01
"2096","North Carolina","State","2017","12",734,883,1188,1433,677,2017-12-01
"2097","North Carolina","State","2018","01",732,880,1185,1429,675,2018-01-01
"2098","North Carolina","State","2018","02",733,881,1186,1431,676,2018-02-01
"2099","North Carolina","State","2018","03",735,884,1190,1435,678,2018-03-01
"2100","North Carolina","State","2018","04",738,888,1195,1441,681,2018-04-01
"2101","North Carolina","State","2018","05",743,893,1202,1450,685,2018-05-01
"2102","North Carolina","State","2018","06",747,898,1209,1458,689,2018-06-01
"2103","North Carolina","State","2018","07",750,901,1213,1463,691,2018-07-01
"2104","North Carolina","State","2018","08",750,901,1213,1464,691,2018-08-01
"2105","North Carolina","State","2018","09",749,900,1212,1461,690,2018-09-01
"2106","North Carolina","State","2018","10",750,902,1214,1464,692,2018-10-01
"2107","North Carolina","State","2018","11",751,903,1215,1466,693,2018-11-01
"2108","North Carolina","State","2018","12",753,905,1218,1469,694,2018-12-01
"2109","North Carolina","State","2019","01",753,905,1218,1469,694,2019-01-01
"2110","North Carolina","State","2019","02",753,906,1219,1471,695,2019-02-01
"2111","North Carolina","State","2019","03",755,907,1221,1473,696,2019-03-01
"2112","North Carolina","State","2019","04",759,913,1228,1482,700,2019-04-01
"2113","North Dakota","State","2014","01",657,845,1189,1363,600,2014-01-01
"2114","North Dakota","State","2014","02",661,851,1196,1371,603,2014-02-01
"2115","North Dakota","State","2014","03",664,855,1202,1378,606,2014-03-01
"2116","North Dakota","State","2014","04",666,857,1205,1382,608,2014-04-01
"2117","North Dakota","State","2014","05",667,858,1206,1383,608,2014-05-01
"2118","North Dakota","State","2014","06",666,857,1205,1382,608,2014-06-01
"2119","North Dakota","State","2014","07",665,856,1204,1380,607,2014-07-01
"2120","North Dakota","State","2014","08",665,855,1203,1379,607,2014-08-01
"2121","North Dakota","State","2014","09",665,855,1203,1379,607,2014-09-01
"2122","North Dakota","State","2014","10",666,856,1204,1380,607,2014-10-01
"2123","North Dakota","State","2014","11",666,857,1205,1382,608,2014-11-01
"2124","North Dakota","State","2014","12",668,859,1208,1385,609,2014-12-01
"2125","North Dakota","State","2015","01",667,858,1206,1383,608,2015-01-01
"2126","North Dakota","State","2015","02",664,855,1202,1378,606,2015-02-01
"2127","North Dakota","State","2015","03",660,849,1194,1369,602,2015-03-01
"2128","North Dakota","State","2015","04",657,845,1188,1363,599,2015-04-01
"2129","North Dakota","State","2015","05",655,842,1184,1358,597,2015-05-01
"2130","North Dakota","State","2015","06",650,836,1176,1348,593,2015-06-01
"2131","North Dakota","State","2015","07",644,829,1165,1336,588,2015-07-01
"2132","North Dakota","State","2015","08",626,806,1133,1299,572,2015-08-01
"2133","North Dakota","State","2015","09",615,792,1113,1276,562,2015-09-01
"2134","North Dakota","State","2015","10",607,780,1097,1258,554,2015-10-01
"2135","North Dakota","State","2015","11",606,780,1096,1257,553,2015-11-01
"2136","North Dakota","State","2015","12",606,780,1097,1258,553,2015-12-01
"2137","North Dakota","State","2016","01",603,776,1091,1251,550,2016-01-01
"2138","North Dakota","State","2016","02",591,760,1069,1226,539,2016-02-01
"2139","North Dakota","State","2016","03",579,745,1048,1202,529,2016-03-01
"2140","North Dakota","State","2016","04",576,740,1041,1194,525,2016-04-01
"2141","North Dakota","State","2016","05",574,738,1038,1190,524,2016-05-01
"2142","North Dakota","State","2016","06",576,741,1041,1194,525,2016-06-01
"2143","North Dakota","State","2016","07",575,740,1041,1194,525,2016-07-01
"2144","North Dakota","State","2016","08",577,742,1044,1197,527,2016-08-01
"2145","North Dakota","State","2016","09",575,740,1040,1193,525,2016-09-01
"2146","North Dakota","State","2016","10",574,738,1038,1190,524,2016-10-01
"2147","North Dakota","State","2016","11",573,737,1036,1188,522,2016-11-01
"2148","North Dakota","State","2016","12",571,735,1033,1185,521,2016-12-01
"2149","North Dakota","State","2017","01",573,737,1036,1188,522,2017-01-01
"2150","North Dakota","State","2017","02",573,737,1036,1188,522,2017-02-01
"2151","North Dakota","State","2017","03",572,736,1035,1187,522,2017-03-01
"2152","North Dakota","State","2017","04",573,737,1037,1189,523,2017-04-01
"2153","North Dakota","State","2017","05",574,739,1039,1192,524,2017-05-01
"2154","North Dakota","State","2017","06",575,740,1040,1193,525,2017-06-01
"2155","North Dakota","State","2017","07",574,739,1039,1191,524,2017-07-01
